WEEK_END_DATE,DOY,YEAR,FMP_AREA,SPECIES_GROUP_CODE,SUM_WEIGHT_POSTED,CUMM_CATCH
7-Dec-19,336,2019,GOA,PCOD,34.79789633,15348.84307
14-Dec-19,343,2019,GOA,PCOD,58.66326143,15407.50633
21-Dec-19,350,2019,GOA,PCOD,0.746791136,15408.25312
25-Jan-20,24,2020,GOA,PCOD,52.83254732,52.83254732
1-Feb-20,30,2020,GOA,PCOD,47.19785597,100.0304033
8-Feb-20,37,2020,GOA,PCOD,41.04317716,141.0735804
15-Feb-20,44,2020,GOA,PCOD,88.12850699,229.2020874
22-Feb-20,51,2020,GOA,PCOD,90.9134829,320.1155703
29-Feb-20,58,2020,GOA,PCOD,206.7671286,526.8826989
7-Mar-20,66,2020,GOA,PCOD,720.6360727,1247.518772
14-Mar-20,73,2020,GOA,PCOD,628.5875239,1876.106295
21-Mar-20,80,2020,GOA,PCOD,304.9843135,2181.090609
28-Mar-20,87,2020,GOA,PCOD,103.0618073,2284.152416
4-Apr-20,93,2020,GOA,PCOD,194.2124004,2478.364817
11-Apr-20,100,2020,GOA,PCOD,132.3562006,2610.721017
18-Apr-20,107,2020,GOA,PCOD,211.8586407,2822.579658
25-Apr-20,114,2020,GOA,PCOD,167.9599848,2990.539643
2-May-20,121,2020,GOA,PCOD,169.3820288,3159.921671
9-May-20,128,2020,GOA,PCOD,94.63693261,3254.558604
16-May-20,135,2020,GOA,PCOD,214.3046639,3468.863268
23-May-20,142,2020,GOA,PCOD,88.12958207,3556.99285
30-May-20,149,2020,GOA,PCOD,108.9072271,3665.900077
6-Jun-20,155,2020,GOA,PCOD,173.9744461,3839.874523
13-Jun-20,162,2020,GOA,PCOD,164.7326382,4004.607161
20-Jun-20,169,2020,GOA,PCOD,169.02057,4173.627731
27-Jun-20,176,2020,GOA,PCOD,132.0471805,4305.674912
4-Jul-20,183,2020,GOA,PCOD,67.71704698,4373.391959
11-Jul-20,190,2020,GOA,PCOD,54.14742887,4427.539388
18-Jul-20,197,2020,GOA,PCOD,22.34693402,4449.886322
25-Jul-20,204,2020,GOA,PCOD,14.47180075,4464.358123
1-Aug-20,210,2020,GOA,PCOD,25.59283501,4489.950958
8-Aug-20,217,2020,GOA,PCOD,50.13635359,4540.087311
15-Aug-20,224,2020,GOA,PCOD,51.43291748,4591.520229
22-Aug-20,231,2020,GOA,PCOD,15.73034512,4607.250574
29-Aug-20,238,2020,GOA,PCOD,41.93318677,4649.183761
5-Sep-20,244,2020,GOA,PCOD,70.54969141,4719.733452
12-Sep-20,251,2020,GOA,PCOD,296.7036423,5016.437094
19-Sep-20,258,2020,GOA,PCOD,250.4230982,5266.860192
26-Sep-20,265,2020,GOA,PCOD,244.791053,5511.651246
3-Oct-20,272,2020,GOA,PCOD,83.41042485,5595.06167
10-Oct-20,279,2020,GOA,PCOD,204.9611556,5800.022826
17-Oct-20,286,2020,GOA,PCOD,79.42892755,5879.451754
24-Oct-20,293,2020,GOA,PCOD,41.8157842,5921.267538
31-Oct-20,300,2020,GOA,PCOD,77.38118426,5998.648722
7-Nov-20,306,2020,GOA,PCOD,139.9329982,6138.58172
14-Nov-20,313,2020,GOA,PCOD,33.19839679,6171.780117
21-Nov-20,320,2020,GOA,PCOD,0.901338379,6172.681455
28-Nov-20,327,2020,GOA,PCOD,11.88245232,6184.563908
5-Dec-20,334,2020,GOA,PCOD,7.578438754,6192.142346
12-Dec-20,341,2020,GOA,PCOD,4.620813531,6196.76316
19-Dec-20,348,2020,GOA,PCOD,22.14406598,6218.907226
31-Dec-20,360,2020,GOA,PCOD,14.30945073,6233.216677
2-Jan-21,1,2021,GOA,PCOD,285.2139226,285.2139226
9-Jan-21,8,2021,GOA,PCOD,665.6957337,950.9096563
16-Jan-21,15,2021,GOA,PCOD,719.1630287,1670.072685
23-Jan-21,22,2021,GOA,PCOD,481.8928377,2151.965523
30-Jan-21,29,2021,GOA,PCOD,1211.274705,3363.240227
6-Feb-21,35,2021,GOA,PCOD,1308.841404,4672.081631
13-Feb-21,42,2021,GOA,PCOD,430.5051892,5102.58682
20-Feb-21,49,2021,GOA,PCOD,1438.445262,6541.032082
27-Feb-21,56,2021,GOA,PCOD,773.456633,7314.488715
6-Mar-21,65,2021,GOA,PCOD,973.8067585,8288.295474
13-Mar-21,72,2021,GOA,PCOD,2357.926226,10646.2217
20-Mar-21,79,2021,GOA,PCOD,1344.698877,11990.92058
27-Mar-21,86,2021,GOA,PCOD,1034.041799,13024.96238
3-Apr-21,92,2021,GOA,PCOD,552.9636777,13577.92605
10-Apr-21,99,2021,GOA,PCOD,260.7822891,13838.70834
17-Apr-21,106,2021,GOA,PCOD,179.9958044,14018.70415
24-Apr-21,113,2021,GOA,PCOD,86.10408435,14104.80823
1-May-21,120,2021,GOA,PCOD,81.11336746,14185.9216
8-May-21,127,2021,GOA,PCOD,66.82229173,14252.74389
15-May-21,134,2021,GOA,PCOD,109.0211279,14361.76502
22-May-21,141,2021,GOA,PCOD,116.0691921,14477.83421
29-May-21,148,2021,GOA,PCOD,34.46323879,14512.29745
5-Jun-21,154,2021,GOA,PCOD,97.18625276,14609.4837
12-Jun-21,161,2021,GOA,PCOD,151.3365925,14760.8203
19-Jun-21,168,2021,GOA,PCOD,165.0063452,14925.82664
26-Jun-21,175,2021,GOA,PCOD,102.5924006,15028.41904
3-Jul-21,182,2021,GOA,PCOD,95.87466529,15124.29371
10-Jul-21,189,2021,GOA,PCOD,92.28632572,15216.58003
17-Jul-21,196,2021,GOA,PCOD,65.99998621,15282.58002
24-Jul-21,203,2021,GOA,PCOD,83.1179389,15365.69796
31-Jul-21,210,2021,GOA,PCOD,60.72689719,15426.42485
7-Aug-21,216,2021,GOA,PCOD,184.2158523,15610.64071
14-Aug-21,223,2021,GOA,PCOD,67.11296594,15677.75367
