joinkey,length,sex,gear,month,quarter
23g003ng,76,2,61,2,1
23g003ng,64,1,61,2,1
23g003ng,78,9,61,2,1
23g003ng,68,9,61,2,1
23g003ng,75,9,61,2,1
23g003ng,76,9,61,2,1
23g003ng,68,9,61,2,1
23g003ng,53,9,61,2,1
23g003ng,54,9,61,2,1
23g003ng,83,9,61,2,1
23g003ng,67,9,61,2,1
23g003ng,70,9,61,2,1
23g003ng,55,9,61,2,1
23g003ng,71,9,61,2,1
23g003ng,62,9,61,2,1
23g003ng,67,9,61,2,1
23g003ng,69,9,61,2,1
23g003ng,62,9,61,2,1
23g003ng,56,9,61,2,1
23g003ng,68,9,61,2,1
23g003ng,51,9,61,2,1
23g003ng,65,9,61,2,1
23g003ng,79,9,61,2,1
23g003ng,63,9,61,2,1
23g003ng,54,9,61,2,1
23g003ng,81,9,61,2,1
23g003ng,77,9,61,2,1
23g004ng,70,2,61,2,1
23g004ng,45,2,61,2,1
23g004ng,76,2,61,2,1
23g004ng,53,1,61,2,1
23g004ng,82,2,61,2,1
23g004ng,80,1,61,2,1
23g004ng,57,2,61,2,1
23g004ng,63,2,61,2,1
23g004ng,50,2,61,2,1
23g004ng,68,2,61,2,1
23g004ng,74,2,61,2,1
23g004ng,60,2,61,2,1
23g004ng,71,2,61,2,1
23g004ng,71,1,61,2,1
23g004ng,43,1,61,2,1
23g004ng,68,2,61,2,1
23g004ng,60,1,61,2,1
23g004ng,63,1,61,2,1
23g004ng,47,2,61,2,1
23g004ng,68,2,61,2,1
23g004ng,66,1,61,2,1
23g004ng,74,2,61,2,1
23g004ng,69,2,61,2,1
23g004ng,59,1,61,2,1
23g004ng,67,2,61,2,1
23g004ng,67,9,61,2,1
23g004ng,49,9,61,2,1
23g004ng,65,9,61,2,1
23g004ng,64,9,61,2,1
23g004ng,62,9,61,2,1
23g004ng,70,9,61,2,1
23g004ng,60,9,61,2,1
23g004ng,71,9,61,2,1
23g004ng,70,9,61,2,1
23g004ng,56,9,61,2,1
23g004ng,66,9,61,2,1
23g004ng,55,9,61,2,1
23g004ng,69,9,61,2,1
23g004ng,64,9,61,2,1
23g004ng,57,9,61,2,1
23g004ng,64,9,61,2,1
23g004ng,69,9,61,2,1
23g004ng,84,9,61,2,1
23g004ng,66,9,61,2,1
23g004ng,81,9,61,2,1
23g004ng,74,9,61,2,1
23g004ng,60,9,61,2,1
23g004ng,72,9,61,2,1
23g004ng,70,9,61,2,1
23g004ng,68,9,61,2,1
23g005ng,64,1,61,2,1
23g005ng,69,2,61,2,1
23g005ng,73,2,61,2,1
23g005ng,78,2,61,2,1
23g005ng,61,2,61,2,1
23g005ng,70,2,61,2,1
23g005ng,77,2,61,2,1
23g005ng,69,2,61,2,1
23g005ng,66,2,61,2,1
23g005ng,76,2,61,2,1
23g005ng,73,2,61,2,1
23g005ng,61,2,61,2,1
23g005ng,63,1,61,2,1
23g005ng,75,2,61,2,1
23g005ng,67,1,61,2,1
23g005ng,53,1,61,2,1
23g005ng,60,1,61,2,1
23g005ng,70,2,61,2,1
23g005ng,78,2,61,2,1
23g005ng,75,2,61,2,1
23g005ng,68,2,61,2,1
23g005ng,63,1,61,2,1
23g005ng,66,1,61,2,1
23g005ng,66,1,61,2,1
23g005ng,70,1,61,2,1
23g005ng,67,9,61,2,1
23g005ng,69,9,61,2,1
23g005ng,54,9,61,2,1
23g005ng,76,9,61,2,1
23g005ng,69,9,61,2,1
23g005ng,81,9,61,2,1
23g005ng,71,9,61,2,1
23g005ng,82,9,61,2,1
23g005ng,78,9,61,2,1
23g005ng,63,9,61,2,1
23g005ng,79,9,61,2,1
23g005ng,69,9,61,2,1
23g005ng,78,9,61,2,1
23g005ng,72,9,61,2,1
23g005ng,70,9,61,2,1
23g005ng,76,9,61,2,1
23g005ng,74,9,61,2,1
23g005ng,70,9,61,2,1
23g005ng,75,9,61,2,1
23g005ng,62,9,61,2,1
23g005ng,57,9,61,2,1
23g005ng,65,9,61,2,1
23g005ng,84,9,61,2,1
23g005ng,69,9,61,2,1
23g005ng,62,9,61,2,1
23g006ng,61,2,91,2,1
23g006ng,75,2,91,2,1
23g006ng,77,2,91,2,1
23g006ng,81,2,91,2,1
23g006ng,65,2,91,2,1
23g006ng,80,2,91,2,1
23g006ng,77,2,91,2,1
23g006ng,69,2,91,2,1
23g006ng,71,1,91,2,1
23g006ng,71,1,91,2,1
23g006ng,69,2,91,2,1
23g006ng,64,2,91,2,1
23g006ng,71,1,91,2,1
23g006ng,73,1,91,2,1
23g006ng,64,2,91,2,1
23g006ng,55,2,91,2,1
23g006ng,68,1,91,2,1
23g006ng,66,1,91,2,1
23g006ng,63,1,91,2,1
23g006ng,73,2,91,2,1
23g006ng,75,1,91,2,1
23g006ng,60,1,91,2,1
23g006ng,68,2,91,2,1
23g006ng,79,1,91,2,1
23g006ng,83,2,91,2,1
23g006ng,70,9,91,2,1
23g006ng,71,9,91,2,1
23g006ng,59,9,91,2,1
23g006ng,79,9,91,2,1
23g006ng,57,9,91,2,1
23g006ng,67,9,91,2,1
23g006ng,64,9,91,2,1
23g006ng,67,9,91,2,1
23g006ng,67,9,91,2,1
23g006ng,67,9,91,2,1
23g006ng,66,9,91,2,1
23g006ng,63,9,91,2,1
23g006ng,70,9,91,2,1
23g006ng,78,9,91,2,1
23g006ng,68,9,91,2,1
23g006ng,60,9,91,2,1
23g006ng,87,9,91,2,1
23g006ng,61,9,91,2,1
23g006ng,87,9,91,2,1
23g006ng,67,9,91,2,1
23g006ng,70,9,91,2,1
23g006ng,69,9,91,2,1
23g006ng,76,9,91,2,1
23g006ng,67,9,91,2,1
23g006ng,68,9,91,2,1
23g007ng,67,2,91,2,1
23g007ng,70,2,91,2,1
23g007ng,60,1,91,2,1
23g007ng,71,1,91,2,1
23g007ng,74,2,91,2,1
23g007ng,71,1,91,2,1
23g007ng,73,1,91,2,1
23g007ng,69,2,91,2,1
23g007ng,82,2,91,2,1
23g007ng,67,2,91,2,1
23g007ng,79,2,91,2,1
23g007ng,75,2,91,2,1
23g007ng,72,1,91,2,1
23g007ng,72,2,91,2,1
23g007ng,68,1,91,2,1
23g007ng,76,2,91,2,1
23g007ng,63,1,91,2,1
23g007ng,55,2,91,2,1
23g007ng,75,2,91,2,1
23g007ng,72,2,91,2,1
23g007ng,78,1,91,2,1
23g007ng,70,2,91,2,1
23g007ng,71,2,91,2,1
23g007ng,70,1,91,2,1
23g007ng,69,1,91,2,1
23g007ng,79,9,91,2,1
23g007ng,71,9,91,2,1
23g007ng,74,9,91,2,1
23g007ng,58,9,91,2,1
23g007ng,62,9,91,2,1
23g007ng,68,9,91,2,1
23g007ng,73,9,91,2,1
23g007ng,80,9,91,2,1
23g007ng,74,9,91,2,1
23g007ng,66,9,91,2,1
23g007ng,62,9,91,2,1
23g007ng,72,9,91,2,1
23g007ng,65,9,91,2,1
23g007ng,79,9,91,2,1
23g007ng,69,9,91,2,1
23g007ng,71,9,91,2,1
23g007ng,50,9,91,2,1
23g007ng,71,9,91,2,1
23g007ng,64,9,91,2,1
23g007ng,77,9,91,2,1
23g007ng,54,9,91,2,1
23g007ng,81,9,91,2,1
23g007ng,77,9,91,2,1
23g007ng,77,9,91,2,1
23g007ng,72,9,91,2,1
23g008ng,68,1,91,2,1
23g008ng,63,1,91,2,1
23g008ng,66,1,91,2,1
23g008ng,68,1,91,2,1
23g008ng,62,1,91,2,1
23g008ng,58,1,91,2,1
23g008ng,71,1,91,2,1
23g008ng,68,1,91,2,1
23g008ng,82,2,91,2,1
23g008ng,62,1,91,2,1
23g008ng,71,2,91,2,1
23g008ng,60,1,91,2,1
23g008ng,69,2,91,2,1
23g008ng,61,1,91,2,1
23g008ng,74,1,91,2,1
23g008ng,65,1,91,2,1
23g008ng,71,2,91,2,1
23g008ng,72,1,91,2,1
23g008ng,80,1,91,2,1
23g008ng,62,2,91,2,1
23g008ng,77,1,91,2,1
23g008ng,81,2,91,2,1
23g008ng,63,2,91,2,1
23g008ng,58,2,91,2,1
23g008ng,69,1,91,2,1
23g008ng,53,1,91,2,1
23g008ng,74,2,91,2,1
23g008ng,53,1,91,2,1
23g008ng,63,1,91,2,1
23g008ng,75,2,91,2,1
23g008ng,60,1,91,2,1
23g008ng,76,1,91,2,1
23g008ng,63,2,91,2,1
23g008ng,69,1,91,2,1
23g008ng,63,1,91,2,1
23g008ng,65,1,91,2,1
23g008ng,71,1,91,2,1
23g008ng,80,1,91,2,1
23g008ng,74,2,91,2,1
23g008ng,76,1,91,2,1
23g008ng,75,1,91,2,1
23g008ng,78,1,91,2,1
23g008ng,68,2,91,2,1
23g008ng,74,1,91,2,1
23g008ng,67,2,91,2,1
23g008ng,74,1,91,2,1
23g008ng,75,1,91,2,1
23g008ng,70,2,91,2,1
23g008ng,80,2,91,2,1
23g008ng,76,1,91,2,1
23g009ng,80,2,61,2,1
23g009ng,67,2,61,2,1
23g009ng,50,1,61,2,1
23g009ng,65,1,61,2,1
23g009ng,71,2,61,2,1
23g009ng,64,1,61,2,1
23g009ng,68,2,61,2,1
23g009ng,58,2,61,2,1
23g009ng,67,2,61,2,1
23g009ng,65,1,61,2,1
23g009ng,64,2,61,2,1
23g009ng,63,1,61,2,1
23g009ng,77,2,61,2,1
23g009ng,77,1,61,2,1
23g009ng,71,2,61,2,1
23g009ng,51,1,61,2,1
23g009ng,55,2,61,2,1
23g009ng,85,2,61,2,1
23g009ng,56,1,61,2,1
23g009ng,69,1,61,2,1
23g009ng,74,2,61,2,1
23g009ng,70,1,61,2,1
23g009ng,72,1,61,2,1
23g009ng,76,2,61,2,1
23g009ng,74,1,61,2,1
23g009ng,81,9,61,2,1
23g009ng,52,9,61,2,1
23g009ng,83,9,61,2,1
23g009ng,76,9,61,2,1
23g009ng,68,9,61,2,1
23g009ng,69,9,61,2,1
23g009ng,80,9,61,2,1
23g009ng,78,9,61,2,1
23g009ng,80,9,61,2,1
23g009ng,75,9,61,2,1
23g009ng,74,9,61,2,1
23g009ng,72,9,61,2,1
23g009ng,67,9,61,2,1
23g009ng,80,9,61,2,1
23g009ng,82,9,61,2,1
23g009ng,79,9,61,2,1
23g009ng,75,9,61,2,1
23g009ng,73,9,61,2,1
23g009ng,76,9,61,2,1
23g009ng,68,9,61,2,1
23g009ng,77,9,61,2,1
23g009ng,70,9,61,2,1
23g009ng,78,9,61,2,1
23g009ng,58,9,61,2,1
23g009ng,79,9,61,2,1
23g010ng,63,1,61,2,1
23g010ng,81,2,61,2,1
23g010ng,56,1,61,2,1
23g010ng,63,2,61,2,1
23g010ng,66,1,61,2,1
23g010ng,73,1,61,2,1
23g010ng,68,1,61,2,1
23g010ng,38,2,61,2,1
23g010ng,58,2,61,2,1
23g010ng,60,1,61,2,1
23g010ng,53,1,61,2,1
23g010ng,73,1,61,2,1
23g010ng,67,1,61,2,1
23g010ng,48,1,61,2,1
23g010ng,74,2,61,2,1
23g010ng,65,2,61,2,1
23g010ng,79,2,61,2,1
23g010ng,77,2,61,2,1
23g010ng,65,2,61,2,1
23g010ng,47,1,61,2,1
23g010ng,64,1,61,2,1
23g010ng,71,1,61,2,1
23g010ng,75,2,61,2,1
23g010ng,51,1,61,2,1
23g010ng,77,2,61,2,1
23g010ng,68,9,61,2,1
23g010ng,66,9,61,2,1
23g010ng,75,9,61,2,1
23g010ng,57,9,61,2,1
23g010ng,55,9,61,2,1
23g010ng,70,9,61,2,1
23g010ng,56,9,61,2,1
23g010ng,55,9,61,2,1
23g010ng,62,9,61,2,1
23g010ng,60,9,61,2,1
23g010ng,62,9,61,2,1
23g010ng,65,9,61,2,1
23g010ng,78,9,61,2,1
23g010ng,69,9,61,2,1
23g010ng,64,9,61,2,1
23g010ng,70,9,61,2,1
23g010ng,70,9,61,2,1
23g010ng,69,9,61,2,1
23g010ng,69,9,61,2,1
23g010ng,72,9,61,2,1
23g010ng,76,9,61,2,1
23g010ng,65,9,61,2,1
23g010ng,57,9,61,2,1
23g010ng,64,9,61,2,1
23g010ng,73,9,61,2,1
23g011ng,72,1,61,3,1
23g011ng,70,1,61,3,1
23g011ng,73,2,61,3,1
23g011ng,79,2,61,3,1
23g011ng,69,2,61,3,1
23g011ng,74,2,61,3,1
23g011ng,68,1,61,3,1
23g011ng,72,2,61,3,1
23g011ng,61,1,61,3,1
23g011ng,79,1,61,3,1
23g011ng,65,1,61,3,1
23g011ng,69,2,61,3,1
23g011ng,66,1,61,3,1
23g011ng,74,2,61,3,1
23g011ng,75,2,61,3,1
23g011ng,75,2,61,3,1
23g011ng,74,2,61,3,1
23g011ng,69,2,61,3,1
23g011ng,79,2,61,3,1
23g011ng,56,1,61,3,1
23g011ng,63,1,61,3,1
23g011ng,79,1,61,3,1
23g011ng,72,1,61,3,1
23g011ng,74,1,61,3,1
23g011ng,68,1,61,3,1
23g011ng,65,9,61,3,1
23g011ng,78,9,61,3,1
23g011ng,84,9,61,3,1
23g011ng,70,9,61,3,1
23g011ng,63,9,61,3,1
23g011ng,74,9,61,3,1
23g011ng,76,9,61,3,1
23g011ng,66,9,61,3,1
23g011ng,58,9,61,3,1
23g011ng,62,9,61,3,1
23g011ng,54,9,61,3,1
23g011ng,68,9,61,3,1
23g011ng,73,9,61,3,1
23g011ng,71,9,61,3,1
23g011ng,76,9,61,3,1
23g011ng,57,9,61,3,1
23g011ng,73,9,61,3,1
23g011ng,71,9,61,3,1
23g011ng,64,9,61,3,1
23g011ng,74,9,61,3,1
23g011ng,68,9,61,3,1
23g011ng,76,9,61,3,1
23g011ng,78,9,61,3,1
23g011ng,86,9,61,3,1
23g011ng,73,9,61,3,1
23g012ng,65,1,61,3,1
23g012ng,48,2,61,3,1
23g012ng,72,1,61,3,1
23g012ng,62,1,61,3,1
23g012ng,72,2,61,3,1
23g012ng,72,2,61,3,1
23g012ng,82,2,61,3,1
23g012ng,69,2,61,3,1
23g012ng,67,1,61,3,1
23g012ng,49,1,61,3,1
23g012ng,55,2,61,3,1
23g012ng,71,1,61,3,1
23g012ng,69,1,61,3,1
23g012ng,74,2,61,3,1
23g012ng,60,2,61,3,1
23g012ng,69,2,61,3,1
23g012ng,57,1,61,3,1
23g012ng,69,1,61,3,1
23g012ng,73,1,61,3,1
23g012ng,67,1,61,3,1
23g012ng,65,1,61,3,1
23g012ng,65,1,61,3,1
23g012ng,66,1,61,3,1
23g012ng,51,1,61,3,1
23g012ng,70,2,61,3,1
23g012ng,69,9,61,3,1
23g012ng,60,9,61,3,1
23g012ng,69,9,61,3,1
23g012ng,63,9,61,3,1
23g012ng,69,9,61,3,1
23g012ng,53,9,61,3,1
23g012ng,67,9,61,3,1
23g012ng,59,9,61,3,1
23g012ng,51,9,61,3,1
23g012ng,79,9,61,3,1
23g012ng,68,9,61,3,1
23g012ng,74,9,61,3,1
23g012ng,71,9,61,3,1
23g012ng,73,9,61,3,1
23g012ng,67,9,61,3,1
23g012ng,47,9,61,3,1
23g012ng,60,9,61,3,1
23g012ng,67,9,61,3,1
23g012ng,65,9,61,3,1
23g012ng,52,9,61,3,1
23g012ng,73,9,61,3,1
23g012ng,62,9,61,3,1
23g012ng,53,9,61,3,1
23g012ng,72,9,61,3,1
23g012ng,62,9,61,3,1
23g013ng,72,2,61,3,1
23g013ng,65,1,61,3,1
23g013ng,62,2,61,3,1
23g013ng,66,1,61,3,1
23g013ng,60,2,61,3,1
23g013ng,75,2,61,3,1
23g013ng,72,1,61,3,1
23g013ng,83,2,61,3,1
23g013ng,66,2,61,3,1
23g013ng,72,1,61,3,1
23g013ng,60,2,61,3,1
23g013ng,48,1,61,3,1
23g013ng,72,2,61,3,1
23g013ng,61,1,61,3,1
23g013ng,81,2,61,3,1
23g013ng,52,1,61,3,1
23g013ng,62,2,61,3,1
23g013ng,92,1,61,3,1
23g013ng,54,2,61,3,1
23g013ng,65,1,61,3,1
23g013ng,63,2,61,3,1
23g013ng,63,2,61,3,1
23g013ng,77,1,61,3,1
23g013ng,63,1,61,3,1
23g013ng,66,2,61,3,1
23g013ng,69,9,61,3,1
23g013ng,67,9,61,3,1
23g013ng,63,9,61,3,1
23g013ng,60,9,61,3,1
23g013ng,67,9,61,3,1
23g013ng,74,9,61,3,1
23g013ng,78,9,61,3,1
23g013ng,71,9,61,3,1
23g013ng,64,9,61,3,1
23g013ng,64,9,61,3,1
23g013ng,70,9,61,3,1
23g013ng,61,9,61,3,1
23g013ng,73,9,61,3,1
23g013ng,69,9,61,3,1
23g013ng,74,9,61,3,1
23g013ng,65,9,61,3,1
23g013ng,72,9,61,3,1
23g013ng,71,9,61,3,1
23g013ng,75,9,61,3,1
23g013ng,57,9,61,3,1
23g013ng,62,9,61,3,1
23g013ng,67,9,61,3,1
23g013ng,76,9,61,3,1
23g013ng,67,9,61,3,1
23g013ng,53,9,61,3,1
23g014ng,73,2,91,3,1
23g014ng,76,2,91,3,1
23g014ng,70,2,91,3,1
23g014ng,84,2,91,3,1
23g014ng,74,2,91,3,1
23g014ng,75,2,91,3,1
23g014ng,79,2,91,3,1
23g014ng,51,1,91,3,1
23g014ng,74,2,91,3,1
23g014ng,88,2,91,3,1
23g014ng,71,2,91,3,1
23g014ng,72,2,91,3,1
23g014ng,76,2,91,3,1
23g014ng,75,2,91,3,1
23g014ng,75,1,91,3,1
23g014ng,68,2,91,3,1
23g014ng,70,1,91,3,1
23g014ng,75,2,91,3,1
23g014ng,75,2,91,3,1
23g014ng,73,2,91,3,1
23g014ng,70,2,91,3,1
23g014ng,70,2,91,3,1
23g014ng,75,2,91,3,1
23g014ng,71,2,91,3,1
23g014ng,67,2,91,3,1
23g014ng,68,9,91,3,1
23g014ng,70,9,91,3,1
23g014ng,66,9,91,3,1
23g014ng,70,9,91,3,1
23g014ng,74,9,91,3,1
23g014ng,79,9,91,3,1
23g014ng,70,9,91,3,1
23g014ng,68,9,91,3,1
23g014ng,69,9,91,3,1
23g014ng,60,9,91,3,1
23g014ng,70,9,91,3,1
23g014ng,61,9,91,3,1
23g014ng,67,9,91,3,1
23g014ng,73,9,91,3,1
23g014ng,75,9,91,3,1
23g014ng,74,9,91,3,1
23g014ng,65,9,91,3,1
23g014ng,80,9,91,3,1
23g014ng,48,9,91,3,1
23g014ng,62,9,91,3,1
23g014ng,75,9,91,3,1
23g014ng,82,9,91,3,1
23g014ng,67,9,91,3,1
23g014ng,60,9,91,3,1
23g014ng,66,9,91,3,1
23g015ng,73,2,91,3,1
23g015ng,74,1,91,3,1
23g015ng,80,1,91,3,1
23g015ng,83,2,91,3,1
23g015ng,67,2,91,3,1
23g015ng,76,2,91,3,1
23g015ng,58,2,91,3,1
23g015ng,56,2,91,3,1
23g015ng,82,2,91,3,1
23g015ng,69,2,91,3,1
23g015ng,74,2,91,3,1
23g015ng,67,2,91,3,1
23g015ng,79,2,91,3,1
23g015ng,76,2,91,3,1
23g015ng,66,1,91,3,1
23g015ng,75,2,91,3,1
23g015ng,56,1,91,3,1
23g015ng,73,1,91,3,1
23g015ng,74,1,91,3,1
23g015ng,73,2,91,3,1
23g015ng,63,1,91,3,1
23g015ng,87,2,91,3,1
23g015ng,57,1,91,3,1
23g015ng,74,2,91,3,1
23g015ng,68,2,91,3,1
23g015ng,74,9,91,3,1
23g015ng,75,9,91,3,1
23g015ng,73,9,91,3,1
23g015ng,71,9,91,3,1
23g015ng,73,9,91,3,1
23g015ng,74,9,91,3,1
23g015ng,57,9,91,3,1
23g015ng,71,9,91,3,1
23g015ng,66,9,91,3,1
23g015ng,56,9,91,3,1
23g015ng,72,9,91,3,1
23g015ng,46,9,91,3,1
23g015ng,65,9,91,3,1
23g015ng,75,9,91,3,1
23g015ng,50,9,91,3,1
23g015ng,64,9,91,3,1
23g015ng,68,9,91,3,1
23g015ng,66,9,91,3,1
23g015ng,63,9,91,3,1
23g015ng,62,9,91,3,1
23g015ng,68,9,91,3,1
23g015ng,93,9,91,3,1
23g015ng,61,9,91,3,1
23g015ng,67,9,91,3,1
23g015ng,70,9,91,3,1
23g016ng,90,2,91,3,1
23g016ng,68,2,91,3,1
23g016ng,78,2,91,3,1
23g016ng,74,2,91,3,1
23g016ng,91,2,91,3,1
23g016ng,63,1,91,3,1
23g016ng,68,2,91,3,1
23g016ng,83,1,91,3,1
23g016ng,83,2,91,3,1
23g016ng,72,2,91,3,1
23g016ng,84,2,91,3,1
23g016ng,67,2,91,3,1
23g016ng,65,1,91,3,1
23g016ng,72,2,91,3,1
23g016ng,75,2,91,3,1
23g016ng,66,1,91,3,1
23g016ng,71,2,91,3,1
23g016ng,75,2,91,3,1
23g016ng,67,1,91,3,1
23g016ng,72,2,91,3,1
23g016ng,66,1,91,3,1
23g016ng,88,2,91,3,1
23g016ng,77,2,91,3,1
23g016ng,71,1,91,3,1
23g016ng,68,2,91,3,1
23g016ng,63,9,91,3,1
23g016ng,71,9,91,3,1
23g016ng,66,9,91,3,1
23g016ng,69,9,91,3,1
23g016ng,76,9,91,3,1
23g016ng,86,9,91,3,1
23g016ng,82,9,91,3,1
23g016ng,75,9,91,3,1
23g016ng,70,9,91,3,1
23g016ng,69,9,91,3,1
23g016ng,74,9,91,3,1
23g016ng,78,9,91,3,1
23g016ng,57,9,91,3,1
23g016ng,68,9,91,3,1
23g016ng,81,9,91,3,1
23g016ng,62,9,91,3,1
23g016ng,71,9,91,3,1
23g016ng,61,9,91,3,1
23g016ng,68,9,91,3,1
23g016ng,65,9,91,3,1
23g016ng,72,9,91,3,1
23g016ng,82,9,91,3,1
23g016ng,68,9,91,3,1
23g016ng,72,9,91,3,1
23g016ng,77,9,91,3,1
23g017ng,68,1,91,3,1
23g017ng,64,1,91,3,1
23g017ng,70,2,91,3,1
23g017ng,55,1,91,3,1
23g017ng,71,2,91,3,1
23g017ng,73,1,91,3,1
23g017ng,69,1,91,3,1
23g017ng,90,2,91,3,1
23g017ng,73,2,91,3,1
23g017ng,58,1,91,3,1
23g017ng,70,1,91,3,1
23g017ng,68,2,91,3,1
23g017ng,73,2,91,3,1
23g017ng,70,1,91,3,1
23g017ng,72,2,91,3,1
23g017ng,69,2,91,3,1
23g017ng,60,1,91,3,1
23g017ng,77,2,91,3,1
23g017ng,66,2,91,3,1
23g017ng,66,1,91,3,1
23g017ng,61,2,91,3,1
23g017ng,65,1,91,3,1
23g017ng,64,1,91,3,1
23g017ng,71,2,91,3,1
23g017ng,81,2,91,3,1
23g017ng,57,9,91,3,1
23g017ng,68,9,91,3,1
23g017ng,75,9,91,3,1
23g017ng,67,9,91,3,1
23g017ng,82,9,91,3,1
23g017ng,78,9,91,3,1
23g017ng,66,9,91,3,1
23g017ng,65,9,91,3,1
23g017ng,73,9,91,3,1
23g017ng,71,9,91,3,1
23g017ng,76,9,91,3,1
23g017ng,70,9,91,3,1
23g017ng,59,9,91,3,1
23g017ng,76,9,91,3,1
23g017ng,61,9,91,3,1
23g017ng,70,9,91,3,1
23g017ng,66,9,91,3,1
23g017ng,72,9,91,3,1
23g017ng,60,9,91,3,1
23g017ng,71,9,91,3,1
23g017ng,73,9,91,3,1
23g017ng,73,9,91,3,1
23g017ng,67,9,91,3,1
23g017ng,60,9,91,3,1
23g017ng,75,9,91,3,1
23g018ng,66,2,61,3,1
23g018ng,64,2,61,3,1
23g018ng,73,2,61,3,1
23g018ng,63,1,61,3,1
23g018ng,52,1,61,3,1
23g018ng,79,2,61,3,1
23g018ng,52,1,61,3,1
23g018ng,68,1,61,3,1
23g018ng,71,2,61,3,1
23g018ng,66,1,61,3,1
23g018ng,65,1,61,3,1
23g018ng,65,1,61,3,1
23g018ng,65,1,61,3,1
23g018ng,71,2,61,3,1
23g018ng,62,2,61,3,1
23g018ng,69,2,61,3,1
23g018ng,77,2,61,3,1
23g018ng,76,2,61,3,1
23g018ng,58,2,61,3,1
23g018ng,73,2,61,3,1
23g018ng,60,1,61,3,1
23g018ng,77,2,61,3,1
23g018ng,70,2,61,3,1
23g018ng,70,2,61,3,1
23g018ng,58,1,61,3,1
23g018ng,68,9,61,3,1
23g018ng,75,9,61,3,1
23g018ng,64,9,61,3,1
23g018ng,70,9,61,3,1
23g018ng,78,9,61,3,1
23g018ng,74,9,61,3,1
23g018ng,77,9,61,3,1
23g018ng,62,9,61,3,1
23g018ng,84,9,61,3,1
23g018ng,69,9,61,3,1
23g018ng,80,9,61,3,1
23g018ng,53,9,61,3,1
23g018ng,63,9,61,3,1
23g018ng,72,9,61,3,1
23g018ng,69,9,61,3,1
23g018ng,60,9,61,3,1
23g018ng,62,9,61,3,1
23g018ng,71,9,61,3,1
23g018ng,67,9,61,3,1
23g018ng,70,9,61,3,1
23g018ng,60,9,61,3,1
23g018ng,80,9,61,3,1
23g018ng,70,9,61,3,1
23g018ng,68,9,61,3,1
23g018ng,62,9,61,3,1
23g019ng,82,1,91,3,1
23g019ng,68,2,91,3,1
23g019ng,69,2,91,3,1
23g019ng,77,2,91,3,1
23g019ng,79,2,91,3,1
23g019ng,90,2,91,3,1
23g019ng,71,2,91,3,1
23g019ng,67,1,91,3,1
23g019ng,78,1,91,3,1
23g019ng,65,1,91,3,1
23g019ng,77,2,91,3,1
23g019ng,65,1,91,3,1
23g019ng,70,2,91,3,1
23g019ng,71,2,91,3,1
23g019ng,73,2,91,3,1
23g019ng,58,1,91,3,1
23g019ng,68,2,91,3,1
23g019ng,64,2,91,3,1
23g019ng,68,1,91,3,1
23g019ng,65,1,91,3,1
23g019ng,57,2,91,3,1
23g019ng,86,2,91,3,1
23g019ng,80,2,91,3,1
23g019ng,72,2,91,3,1
23g019ng,75,2,91,3,1
23g019ng,87,9,91,3,1
23g019ng,68,9,91,3,1
23g019ng,69,9,91,3,1
23g019ng,64,9,91,3,1
23g019ng,71,9,91,3,1
23g019ng,60,9,91,3,1
23g019ng,75,9,91,3,1
23g019ng,68,9,91,3,1
23g019ng,62,9,91,3,1
23g019ng,48,9,91,3,1
23g019ng,63,9,91,3,1
23g019ng,64,9,91,3,1
23g019ng,66,9,91,3,1
23g019ng,59,9,91,3,1
23g019ng,71,9,91,3,1
23g019ng,65,9,91,3,1
23g019ng,66,9,91,3,1
23g019ng,65,9,91,3,1
23g019ng,59,9,91,3,1
23g019ng,67,9,91,3,1
23g019ng,62,9,91,3,1
23g019ng,54,9,91,3,1
23g019ng,71,9,91,3,1
23g019ng,67,9,91,3,1
23g019ng,64,9,91,3,1
23g020ng,64,1,61,3,1
23g020ng,64,2,61,3,1
23g020ng,84,2,61,3,1
23g020ng,67,1,61,3,1
23g020ng,69,2,61,3,1
23g020ng,73,1,61,3,1
23g020ng,77,2,61,3,1
23g020ng,76,1,61,3,1
23g020ng,71,2,61,3,1
23g020ng,64,1,61,3,1
23g020ng,59,1,61,3,1
23g020ng,62,1,61,3,1
23g020ng,69,2,61,3,1
23g020ng,82,2,61,3,1
23g020ng,69,2,61,3,1
23g020ng,74,1,61,3,1
23g020ng,79,2,61,3,1
23g020ng,69,1,61,3,1
23g020ng,58,1,61,3,1
23g020ng,69,1,61,3,1
23g020ng,70,2,61,3,1
23g020ng,72,2,61,3,1
23g020ng,70,2,61,3,1
23g020ng,80,2,61,3,1
23g020ng,66,2,61,3,1
23g020ng,73,9,61,3,1
23g020ng,75,9,61,3,1
23g020ng,75,9,61,3,1
23g020ng,60,9,61,3,1
23g020ng,60,9,61,3,1
23g020ng,56,9,61,3,1
23g020ng,59,9,61,3,1
23g020ng,67,9,61,3,1
23g020ng,66,9,61,3,1
23g020ng,74,9,61,3,1
23g020ng,63,9,61,3,1
23g020ng,62,9,61,3,1
23g020ng,62,9,61,3,1
23g020ng,72,9,61,3,1
23g020ng,71,9,61,3,1
23g020ng,76,9,61,3,1
23g020ng,65,9,61,3,1
23g020ng,69,9,61,3,1
23g020ng,67,9,61,3,1
23g020ng,65,9,61,3,1
23g020ng,78,9,61,3,1
